ID,Book,chapter,scene,speaker1,speaker2,n_turns,start_dialogue,end_dialogue,words_intervened,name_changes,other_changes,text,comments,translation needs to be checked,random selection,NORSK OVERSETTELSE,SIDETALL I NORSK OVERS.,NORSK 2,correction
CP_74,CP,VI/5,2,Svidrigaïlov,Dounia,3,yes,yes,no,yes,no,"“Look here, at this second large room. Notice that door, it’s locked. By the door stands a chair, the only one in the two rooms. I brought it from my rooms so as to listen more conveniently. Just the other side of the door is Sofya Semyonovna’s table; she sat there talking to Rodion Romanovitch. And I sat here listening on two successive evenings, for two hours each time—and of course I was able to learn something, what do you think?”
 “You listened?”
 “Yes, I did. Now come back to my room; we can’t sit down here.”",,,,"""- Se hitover, inn i det andre av de to store værelsene. Legg merke til denne døren, den er låst. Ved siden av døren står det en stol, det er bare en eneste stolk i begge de to rommene, og den har jeg hentet fra mitt eget værelse og satt in hit, for at det skulle være mer bekvemt å lytte. For det er nemlig slik at rett bak døren står Sofija Semjonovnas bord, og det var ved det hun satt og samtalte med Rodion Romanytsj. Og her på min side satt jeg og lyttet på stolen jeg hadde hentet, to aftener på rad, hver gang i et par timers tid - og da fikk jeg naturligvis rede på både det ene og det andre, eller hva tror De?"" ""- De stod altså og lyttet?"" ""- Ja, eller rettere; jeg satt og lyttet. Kom, la oss nå gå inn til meg, her inne kan man jo ikke sitte ned."" ",727,"""Se hitover, inn i det andre av de to store værelsene. Legg merke til denne døren, den er låst. Ved siden av døren står det en stol, det er bare en eneste stolk i begge de to rommene, og den har jeg hentet fra mitt eget værelse og satt in hit, for at det skulle være mer bekvemt å lytte. For det er nemlig slik at rett bak døren står Sofija Semjonovnas bord, og det var ved det hun satt og samtalte med Rodion Romanytsj. Og her på min side satt jeg og lyttet på stolen jeg hadde hentet, to aftener på rad, hver gang i et par timers tid - og da fikk jeg naturligvis rede på både det ene og det andre, eller hva tror De?"" 
""De stod altså og lyttet?"" 
""Ja, eller rettere; jeg satt og lyttet. Kom, la oss nå gå inn til meg, her inne kan man jo ikke sitte ned.""",
CP_83,CP,VI/7,1,mother,Raskolnikov,3,no,no,no,yes,no,"“But, however foolish I may be, Rodya, I can see for myself that you will very soon be one of the leading—if not the leading man—in the world of Russian thought. And they dared to think you were mad! You don’t know, but they really thought that. Ah, the despicable creatures, how could they understand genius! And Dounia, Dounia was all but believing it—what do you say to that? Your father sent twice to magazines—the first time poems (I’ve got the manuscript and will show you) and the second time a whole novel (I begged him to let me copy it out) and how we prayed that they should be taken—they weren’t! I was breaking my heart, Rodya, six or seven days ago over your food and your clothes and the way you are living. But now I see again how foolish I was, for you can attain any position you like by your intellect and talent. No doubt you don’t care about that for the present and you are occupied with much more important matters....”
 “Dounia’s not at home, mother?”
 “No, Rodya. I often don’t see her; she leaves me alone. Dmitri Prokofitch comes to see me, it’s so good of him, and he always talks about you. He loves you and respects you, my dear. I don’t say that Dounia is very wanting in consideration. I am not complaining. She has her ways and I have mine; she seems to have got some secrets of late and I never have any secrets from you two. Of course, I am sure that Dounia has far too much sense, and besides she loves you and me... but I don’t know what it will all lead to. You’ve made me so happy by coming now, Rodya, but she has missed you by going out; when she comes in I’ll tell her: ‘Your brother came in while you were out. Where have you been all this time?’ You mustn’t spoil me, Rodya, you know; come when you can, but if you can’t, it doesn’t matter, I can wait. I shall know, anyway, that you are fond of me, that will be enough for me. I shall read what you write, I shall hear about you from everyone, and sometimes you’ll come yourself to see me. What could be better? Here you’ve come now to comfort your mother, I see that.”",,,,"""- Men en ting vil jeg si deg, Rodja, at selv om jeg er aldri så dum, så er jeg sikker på at du meget snart vil bli en av de fremste, om ikke den fremste, blatn fåre lærde. Og likevel er det noen som våger å mene at du skulle ha gått fra forstanden. Ha-ha-ha! Ja, du vet det ikke, men det er de som tror det! For noen usle kryp de er! Skjønt hvordan skulle de nå også kunne begripe hva vett og forstand er for noe! Men vet du hva, Dunjetsjka var også på nippet til å tro det, Dunjetsjka - kan du tenke deg! Din avdøde far sendte et par gagner ting han hadde skrevet til tidsskriftene - i begynnelsen var det dikt (Jeg har ennå kladdeboken hvor han skrev de, jeg skal vise deg den en dag), derefter en hel novelle, ja, en av de lange (jeg spurte ham selv om lov til å skrive den av) men selv om vi alle sammen bad til Gud om at den måtte bli antatt, så antok de den allikevel ikke! Vet du hva, Rodja, for en ukes tid siden var jeg helt fortvilet, da jeg så hvordan du gikk kledt og hvordan du bor og lever. Men nå innser jeg at jeg atter en gang har oppført meg dumt, for hvis du bare legger viljen til, kan du med din gode forstand og ditt talent med ett slag skafe deg hva det skal være. Det er bare det at du foreløpig er så opptatt ed langt viktigere ting, derfor har du ikke brydd deg med dette ..."" ""- Mor, er ikke Dunja hjemme?"" ""- Nei, Rodja. Det hender svært ofte at hun ikke er hjemme, hun går ut og lar meg sitte alene igjen. Herr Razumikhin kommer ofte innom, og da snakker vi alltid om deg. Han skal ha takk fordi han holder meg med selskap på denne måten. Kjære Rodja, du skal vite at han setter svært stor pris på deg, ja han ser opp til deg. Når det gjelder din søster, vil jeg ikke akkurat si at hun viser meg manglende aktelse. Jeg ønsker ikke å beklage meg på noen måte. Hun er jo som un er, akkurat som jeg er som jeg er, og nettopp nå har hun noen hemmeligheter for dere. Men selvfølgelig vet jeg for visst at Dunja er altfor klok til å ... og dessuten elsker hun oss begge så høyt ... men jeg vet faktisk ikke hvordan alt dette vil ende. Det gjorde meg så lykkelig at du kom, Rodja, men un er altså ute på vift et eller annet sted. Når hun kommer tilbake, skal jeg fortelle henne at du har vært her: Mens du var borte, har din bror vært her, hvor i all verden er det du har holdt til? Men Rodja, du behøver slett ikke å forvenne meg: Hvis du kan, så kom inom, hvis ikke - vel, så er det ikke noe å gjøre med det, jeg kan altids sitte og vente på deg. Jeg vet likevel alltid med meg selv at du er glad  meg, og det er nok for meg. Jeg vil sitte her og lese det som du har skrevet, jeg vil høre om deg fra alle mennesker, og så, før jeg vet ordet av det, kommer du og besøker meg ... Kan jeg vel ønske meg noe bedre? Nå er du jo kommet for å trøste din more, det kan jeg se ...""",764-765,"""Men en ting vil jeg si deg, Rodja, at selv om jeg er aldri så dum, så er jeg sikker på at du meget snart vil bli en av de fremste, om ikke den fremste, blant våre lærde. Og likevel er det noen som våger å mene at du skulle ha gått fra forstanden. Ha-ha-ha! Ja, du vet det ikke, men det er de som tror det! For noen usle kryp de er! Skjønt hvordan skulle de nå også kunne begripe hva vett og forstand er for noe! Men vet du hva, Dunjetsjka var også på nippet til å tro det, Dunjetsjka - kan du tenke deg! Din avdøde far sendte et par ganger ting han hadde skrevet til tidsskriftene - i begynnelsen var det dikt (Jeg har ennå kladdeboken hvor han skrev de, jeg skal vise deg den en dag), derefter en hel novelle, ja, en av de lange (jeg spurte ham selv om lov til å skrive den av) men selv om vi alle sammen bad til Gud om at den måtte bli antatt, så antok de den allikevel ikke! Vet du hva, Rodja, for en ukes tid siden var jeg helt fortvilet, da jeg så hvordan du gikk kledt og hvordan du bor og lever. Men nå innser jeg at jeg atter en gang har oppført meg dumt, for hvis du bare legger viljen til, kan du med din gode forstand og ditt talent med ett slag skaffe deg hva det skal være. Det er bare det at du foreløpig er så opptatt med langt viktigere ting, derfor har du ikke brydd deg med dette ..."" 
""Mor, er ikke Dunja hjemme?"" 
""Nei, Rodja. Det hender svært ofte at hun ikke er hjemme, hun går ut og lar meg sitte alene igjen. Herr Razumikhin kommer ofte innom, og da snakker vi alltid om deg. Han skal ha takk fordi han holder meg med selskap på denne måten. Kjære Rodja, du skal vite at han setter svært stor pris på deg, ja han ser opp til deg. Når det gjelder din søster, vil jeg ikke akkurat si at hun viser meg manglende aktelse. Jeg ønsker ikke å beklage meg på noen måte. Hun er jo som hun er, akkurat som jeg er som jeg er, og nettopp nå har hun noen hemmeligheter for dere. Men selvfølgelig vet jeg for visst at Dunja er altfor klok til å ... og dessuten elsker hun oss begge så høyt ... men jeg vet faktisk ikke hvordan alt dette vil ende. Det gjorde meg så lykkelig at du kom, Rodja, men hun er altså ute på vift et eller annet sted. Når hun kommer tilbake, skal jeg fortelle henne at du har vært her: Mens du var borte, har din bror vært her, hvor i all verden er det du har holdt til? Men Rodja, du behøver slett ikke å forvenne meg: Hvis du kan, så kom innom, hvis ikke - vel, så er det ikke noe å gjøre med det, jeg kan altids sitte og vente på deg. Jeg vet likevel alltid med meg selv at du er glad meg, og det er nok for meg. Jeg vil sitte her og lese det som du har skrevet, jeg vil høre om deg fra alle mennesker, og så, før jeg vet ordet av det, kommer du og besøker meg ... Kan jeg vel ønske meg noe bedre? Nå er du jo kommet for å trøste din mor, det kan jeg se ...""
",
CP_30,CP,III/6,1,Razumihin,Raskolnikov,4,no,no,no,yes,no,"“You are suspicious. That is why you weighed their words... h’m... certainly, I agree, Porfiry’s tone was rather strange, and still more that wretch Zametov!... You are right, there was something about him—but why? Why?”
“He has changed his mind since last night.”
“Quite the contrary! If they had that brainless idea, they would do their utmost to hide it, and conceal their cards, so as to catch you afterwards.... But it was all impudent and careless.”
“If they had had facts—I mean, real facts—or at least grounds for suspicion, then they would certainly have tried to hide their game, in the hope of getting more (they would have made a search long ago besides). But they have no facts, not one. It is all mirage—all ambiguous. Simply a floating idea. So they try to throw me out by impudence. And perhaps, he was irritated at having no facts, and blurted it out in his vexation—or perhaps he has some plan... he seems an intelligent man. Perhaps he wanted to frighten me by pretending to know. They have a psychology of their own, brother. But it is loathsome explaining it all. Stop!”
",,,,"""- Du er mistroisk, derfor veier du ordene dine ... Hm ... Jeg skal være enig med deg i at Porfirijs tone var ganske merkelig, og så denne slubberten Zamjatov da, som satt der hele tiden ... Du har rett, der var noe ved ham - men hvorfor? Hvorfor?"" ""- han er kommet p andre tanker i løpet av natten, skal du se."" ""- Nei, tvert imot, tvert imot! Hvis de virkelig hadde hatt en så hjerneløs tanke, ville de av alle krefter ha søkt å skjule den, og holdt sine kort tett inn til kroppen, for så å gripe deg senere ... Men dette som nå har skjedd - det er jo både uforskamet og uforsiktig!"" ""- Hvis de hadde hatt kjensgjerninger å holde seg til, og da mern jeg virkelige kjensgjerninger, eller i det minste en mistanke som var noenlunde vel begrunnet, ville de utvilsomt ha skjult sitt spill, i håp om å vinne enda mer (da ville de forøvrig også for lengst ha foretatt husundersøkelse!). Men de har ingen kjensgjerninger, ikke så mye som en eneste en - alt sammen er hjernespinn, fantasifostre, flyveideer - og derfor er det også at de forsøker å gjøre en forvirret ved å være uforskammet. Eller det kan være at han selv er blitt sint fordi det ikke foreligger noen kjensgjerninger, og så har han latt denne ergrelsen løpe av med seg ... Kanskje har han også sin spesielle hensikt med dette -... Han er visst en forstandig mann ... Kanskje ville han skremme meg med det han vet ... Her er det nok noe psykologisk på ferde ... Forresten byr det meg imot å prøve å finne ut av dette. Vi lar det heller være!"" ",393-94,"""Du er mistroisk, derfor veier du ordene dine ... Hm ... Jeg skal være enig med deg i at Porfirijs tone var ganske merkelig, og så denne slubberten Zamjatov da, som satt der hele tiden ... Du har rett, der var noe ved ham - men hvorfor? Hvorfor?"" 
""Han er kommet på andre tanker i løpet av natten, skal du se."" 
""Nei, tvert imot, tvert imot! Hvis de virkelig hadde hatt en så hjerneløs tanke, ville de av alle krefter ha søkt å skjule den, og holdt sine kort tett inn til kroppen, for så å gripe deg senere ... Men dette som nå har skjedd - det er jo både uforskammet og uforsiktig!""
""Hvis de hadde hatt kjensgjerninger å holde seg til, og da mener jeg virkelige kjensgjerninger, eller i det minste en mistanke som var noenlunde vel begrunnet, ville de utvilsomt ha skjult sitt spill, i håp om å vinne enda mer (da ville de forøvrig også for lengst ha foretatt husundersøkelse!). Men de har ingen kjensgjerninger, ikke så mye som en eneste en - alt sammen er hjernespinn, fantasifostre, flyveideer - og derfor er det også at de forsøker å gjøre en forvirret ved å være uforskammet. Eller det kan være at han selv er blitt sint fordi det ikke foreligger noen kjensgjerninger, og så har han latt denne ergrelsen løpe av med seg ... Kanskje har han også sin spesielle hensikt med dette -... Han er visst en forstandig mann ... Kanskje ville han skremme meg med det han vet ... Her er det nok noe psykologisk på ferde ... Forresten byr det meg imot å prøve å finne ut av dette. Vi lar det heller være!""
",
CP_41,CP,IV/1,1,Svidrigaïlov,Raskolnikov,4,no,no,no,yes,no,"“By all means, by all means. Your sister, Avdotya Romanovna, is going to be married to Mr. Luzhin, Pyotr Petrovitch?”
“Can you refrain from any question about my sister and from mentioning her name? I can’t understand how you dare utter her name in my presence, if you really are Svidrigaïlov.”
“Why, but I’ve come here to speak about her; how can I avoid mentioning her?”
“Very good, speak, but make haste.”",,,,"""- Så gjerne, så gjerne. Derers søster, Avdotija Romanovna, akter jo å gifte seg med Pjotr Petroitsj Luzjin, er det ikke så?"" ""- Jeg vil be Dem om å la min søster i fred, og ikke nevne henes navn. Jeg fatter ikke at De i det hele tatt våger å nevne hennes navn i mitt nærvær. For De er jo Svidrigajlov, ikke sant?"" ""- Men det er jo på grunn av henne at jeg er kommet til Dem. Hvordan skal jeg da kunne unngå å nevne henne?"" ""- Godt. Så snakk da. Men skynd Dem!"" ",425,"""Så gjerne, så gjerne. Derers søster, Avdotija Romanovna, akter jo å gifte seg med Pjotr Petroitsj Luzjin, er det ikke så?"" 
""Jeg vil be Dem om å la min søster i fred, og ikke nevne henes navn. Jeg fatter ikke at De i det hele tatt våger å nevne hennes navn i mitt nærvær. For De er jo Svidrigajlov, ikke sant?"" 
""Men det er jo på grunn av henne at jeg er kommet til Dem. Hvordan skal jeg da kunne unngå å nevne henne?"" 
""Godt. Så snakk da. Men skynd Dem!"" ",
CP_59,CP,V/4,1,Raskolnikov,Sonia,4,no,no,no,yes,no,"“You see yourself that it’s not right. But I’ve spoken truly, it’s the truth.”
 “As though that could be the truth! Good God!”
 “I’ve only killed a louse, Sonia, a useless, loathsome, harmful creature.”
 “A human being—a louse!”",,,,"""- Der kan du se, det kan altså ikke være sant. Men ikke desto mindre har jeg vært oppriktig og fortalt deg sannheten."" ""- Hva slags sannhet er det du snakker om? Å, herregud ..."" ""- Men jeg har jo bare tatt livet av en lus, Sonja, et unyttig, motbydelig skadedyr!"" ""- Kan et menneske være en lus da?""",615,"""Der kan du se, det kan altså ikke være sant. Men ikke desto mindre har jeg vært oppriktig og fortalt deg sannheten."" 
""Hva slags sannhet er det du snakker om? Å, herregud ..."" 
""Men jeg har jo bare tatt livet av en lus, Sonja, et unyttig, motbydelig skadedyr!"" 
""Kan et menneske være en lus da?""
",
CP_81,CP,VI/6,2,Svidrigaïlov,Achilles,4,no,no,no,yes,no,"""“I say, this is not the place for such jokes!”
“Why shouldn’t it be the place?”
“Because it isn’t.”
“Well, brother, I don’t mind that. It’s a good place. When you are asked, you just say he was going, he said, to America.”""",,,,"""- Hør nå her. Dette er ikke stedet for denslags!"" ""- Hvorfor er det ikke det da?"" ""- Nei, fordi det ikke er det."" "" - Vel, beste broder, for meg kan det komme ut p ett. Dette stedet passer meg godt. Hvis noen skulle komme og spørre efter meg, så si at jeg har dradd til Amerika."" ",761,"""Hør nå her. Dette er ikke stedet for denslags!"" 
""Hvorfor er det ikke det da?"" 
""Nei, fordi det ikke er det."" 
""Vel, beste broder, for meg kan det komme ut på ett. Dette stedet passer meg godt. Hvis noen skulle komme og spørre efter meg, så si at jeg har dradd til Amerika.""
",
CP_69,CP,VI/3,1,Svidrigaïlov,Raskolnikov,5,no,no,no,no,no,"“Very good, let us leave you alone.”
 “You had better tell me, if you come here to drink, and directed me twice to come here to you, why did you hide, and try to get away just now when I looked at the window from the street? I saw it.”
 “He-he! And why was it you lay on your sofa with closed eyes and pretended to be asleep, though you were wide awake while I stood in your doorway? I saw it.”
 “I may have had... reasons. You know that yourself.”
 “And I may have had my reasons, though you don’t know them.”",,,,"""- Godt, så lar vi dem i fred."" ""- Si meg heller - når De kommer hit for å drikke, og når De dessuten to ganger har avtalt møte med meg her, hvorfor gjemte De Dem så, og ville til å gå, da jeg kikket opp mot vinduet her fra gaten? For det gjorde De - det merket jeg godt."" ""He-he! Og hvorfor lå De på divanen med lukkede øyne og lot som De sov, den gangen da jeg stod på terskelen hos Dem? For De sov jo slett ikke! Det merket jeg godt!"" ""- Jeg hadde vel ... mine grunner ... det vet De godt."" ""- Vel, jeg kan vel også ha hatt mine grunner, selv om De ikke vil få rede på dem.""",693,"""Godt, så lar vi dem i fred."" 
""Si meg heller - når De kommer hit for å drikke, og når De dessuten to ganger har avtalt møte med meg her, hvorfor gjemte De Dem så, og ville til å gå, da jeg kikket opp mot vinduet her fra gaten? For det gjorde De - det merket jeg godt.""
""He-he! Og hvorfor lå De på divanen med lukkede øyne og lot som De sov, den gangen da jeg stod på terskelen hos Dem? For De sov jo slett ikke! Det merket jeg godt!"" 
""Jeg hadde vel ... mine grunner ... det vet De godt."" 
""Vel, jeg kan vel også ha hatt mine grunner, selv om De ikke vil få rede på dem.""",
CP_77,CP,VI/5,3,Svidrigaïlov,Dounia,5,no,no,no,no,no,"“Cruel man! To be able to jeer at it! Let me go...”
 “Where are you going?”
 “To him. Where is he? Do you know? Why is this door locked? We came in at that door and now it is locked. When did you manage to lock it?”
 “We couldn’t be shouting all over the flat on such a subject. I am far from jeering; it’s simply that I’m sick of talking like this. But how can you go in such a state? Do you want to betray him? You will drive him to fury, and he will give himself up. Let me tell you, he is already being watched; they are already on his track. You will simply be giving him away. Wait a little: I saw him and was talking to him just now. He can still be saved. Wait a bit, sit down; let us think it over together. I asked you to come in order to discuss it alone with you and to consider it thoroughly. But do sit down!”
 “How can you save him? Can he really be saved?”",,,,"""- For et ondt menneske De er! De tillater Dem å drive ap med meg ... Slipp meg ut ..."" ""- Men hvor vil De hen? Hvor vil De ta veien?"" ""- Jeg vil til ham, Hvor er han?Vet De det? Hvorfor er denne døren stengt? Det var jo denne døren vi kom inn gjennom, og nå er den låst. Når klarte De å låse den?"" ""- Det går ikke an å skrike opp om slike ting vi her har snakket om så hele huset hører det. Jeg driver slett ikke ap med De, jeg ble bare lei av å tale videre i samme tone som før. Men hvor vil De gå hen i den tilstand De nå er? Vil De kanskje angi ham? De kommer til å gøjre ham så ute av seg av raseri, at han vil røpe seg selv. De skal vite at man allerede er ham på sporet, politiet er allerede efter ham. De kommer bare til å røpe ham. Vent litt, jeg har nylig møtt ham og snakket med ham; ennå er det mulig å redde ham. Det er nettopp derfor jeg har invitert Dem til meg, for at vi skal kunne snakke ut om dette under fire øyne og tenke saken grundig igjennom. S, sett Dem nå ned igjen."" ""- Hvordan vil De redde ham? Kan han reddes i det hele tatt?""",733-34,"""For et ondt menneske De er! De tillater Dem å drive ap med meg ... Slipp meg ut ..."" 
""Men hvor vil De hen? Hvor vil De ta veien?"" 
""Jeg vil til ham, Hvor er han?Vet De det? Hvorfor er denne døren stengt? Det var jo denne døren vi kom inn gjennom, og nå er den låst. Når klarte De å låse den?"" 
""Det går ikke an å skrike opp om slike ting vi her har snakket om så hele huset hører det. Jeg driver slett ikke ap med De, jeg ble bare lei av å tale videre i samme tone som før. Men hvor vil De gå hen i den tilstand De nå er? Vil De kanskje angi ham? De kommer til å gjøre ham så ute av seg av raseri, at han vil røpe seg selv. De skal vite at man allerede er ham på sporet, politiet er allerede efter ham. De kommer bare til å røpe ham. Vent litt, jeg har nylig møtt ham og snakket med ham; ennå er det mulig å redde ham. Det er nettopp derfor jeg har invitert Dem til meg, for at vi skal kunne snakke ut om dette under fire øyne og tenke saken grundig igjennom. Så, sett Dem nå ned igjen."" 
""Hvordan vil De redde ham? Kan han reddes i det hele tatt?""
",
CP_79,CP,VI/6,1,Svidrigaïlov,man,5,yes,no,yes,no,no,"“Is there tea?” asked Svidrigaïlov.
 “Yes, sir.”
 “What else is there?”
 “Veal, vodka, savouries.”
 “Bring me tea and veal.”",,,,"""- Har De te? spurte Svidrigajlov. ""- Ja."" ""- Hva ellers?"" ""- Kalvestek, vodka, hors d'oeurvres."" ""- Bring meg kalvestek og te."" ",749,"""Har De te?""
“Ja.""
""Hva ellers?"" 
""Kalvestek, vodka, hors d'oeurvres."" 
""Bring meg kalvestek og te.""
",
CP_86,CP,VI/8,1,Raskolnikov,Porfiry Petrovich,5,no,no,no,yes,no,"“Raskolnikov.”
“Of course, Raskolnikov. You didn’t imagine I’d forgotten? Don’t think I am like that... Rodion Ro—Ro—Rodionovitch, that’s it, isn’t it?”
“Rodion Romanovitch.”
“Yes, yes, of course, Rodion Romanovitch! I was just getting at it. I made many inquiries about you. I assure you I’ve been genuinely grieved since that... since I behaved like that... it was explained to me afterwards that you were a literary man... and a learned one too... and so to say the first steps... Mercy on us! What literary or scientific man does not begin by some originality of conduct! My wife and I have the greatest respect for literature, in my wife it’s a genuine passion! Literature and art! If only a man is a gentleman, all the rest can be gained by talents, learning, good sense, genius. As for a hat—well, what does a hat matter? I can buy a hat as easily as I can a bun; but what’s under the hat, what the hat covers, I can’t buy that! I was even meaning to come and apologise to you, but thought maybe you’d... But I am forgetting to ask you, is there anything you want really? I hear your family have come?”
“Yes, my mother and sister.”
",,,,"""- Raskolnikov."" ""- Ja selvfølgelig, det var det jo. Raskolnikov. De trodde vel virkelig ikke at jeg hadde glemt det? Noe slikt må De da ikke tro om meg ... Rodion Ro ... Ro ... Rodionytsj, det var det visst, hva?"" ""- Rodion Romanytsj."" ""- Jaja, det var det jo! Rodion Romanytsj, Rodion Romanytsj! Der husket jeg det! Faktisk har jeg forhørt meg om Dem en rekke ganger. Jeg må tilstå afor Dem at jeg har vært oppriktig lei for at jeg den gang behandlet Dem så ... senere har jeg fårt saken forklart, og jeg har nå fått vite at De er en ung litterat, ja til og med lærd ... som er i ferd med å ta sine første skritt, om man så tør si ... Herregud, hvilken litterat, hvilken lærd har ikek begynt sin løpebane med å ta originale skritt! Jeg og min kone har begge stor respekt for litteraturen, ja min kone er til og med lidenskapelig opptatt av den! ... Litteraturen og kunsten! Er man bare en edel ånd, kan man ved hjelp av talent, kunnskap, fostand og geni oppnå alt det andre her i verden. En hatt, hva er nå for eksempel en hatt? En hatt er ikke annet enn en pannekake, et topplokk, jeg kan kjøpe en hatt i Zimmermanns butikk, men det som sitter under hatten, og det som hatten dekker over, se det kan jeg ikke kjøpe! ... Jeg skal si Dem en ting jeg, at jeg ville egentlig oppsøkt Dem for å oppklare dene saken, men så tenkte jeg at De kanskje ... Men nå glemmer jeg jo rent å spørre Dem om det er noe jeg kan hjelpe Dem med. Jeg hører at De har fått familie på besøk?"" ""- Ja, min mor og søster er kommet til byen."" ",785-86,"""Raskolnikov."" 
""Ja selvfølgelig, det var det jo. Raskolnikov. De trodde vel virkelig ikke at jeg hadde glemt det? Noe slikt må De da ikke tro om meg ... Rodion Ro ... Ro ... Rodionytsj, det var det visst, hva?"" 
""Rodion Romanytsj."" 
""Jaja, det var det jo! Rodion Romanytsj, Rodion Romanytsj! Der husket jeg det! Faktisk har jeg forhørt meg om Dem en rekke ganger. Jeg må tilstå for Dem at jeg har vært oppriktig lei for at jeg den gang behandlet Dem så ... senere har jeg fått saken forklart, og jeg har nå fått vite at De er en ung litterat, ja til og med lærd ... som er i ferd med å ta sine første skritt, om man så tør si ... Herregud, hvilken litterat, hvilken lærd har ikke begynt sin løpebane med å ta originale skritt! Jeg og min kone har begge stor respekt for litteraturen, ja min kone er til og med lidenskapelig opptatt av den! ... Litteraturen og kunsten! Er man bare en edel ånd, kan man ved hjelp av talent, kunnskap, forstand og geni oppnå alt det andre her i verden. En hatt, hva er nå for eksempel en hatt? En hatt er ikke annet enn en pannekake, et topplokk, jeg kan kjøpe en hatt i Zimmermanns butikk, men det som sitter under hatten, og det som hatten dekker over, se det kan jeg ikke kjøpe! ... Jeg skal si Dem en ting jeg, at jeg ville egentlig oppsøkt Dem for å oppklare denne saken, men så tenkte jeg at De kanskje ... Men nå glemmer jeg jo rent å spørre Dem om det er noe jeg kan hjelpe Dem med. Jeg hører at De har fått familie på besøk?"" 
""Ja, min mor og søster er kommet til byen.""
",
CP_47,CP,IV/4,1,Raskolnikov,Sonia,6,no,no,no,yes,no,"“You rent this room from the Kapernaumovs?”
 “Yes....”
 “They live there, through that door?”
 “Yes.... They have another room like this.”
 “All in one room?”
 “Yes.”",,,,""" - Så dette er altså rommet som De leier av Kapernaumov?"" ""- Ja ... "" ""- De er der inne, bak døren?"" ""- Ja ... de har akkurat samme værelse som dette."" ""- De bor alle sammen på ett eneste rom?"" ""- Ja, alle sammen i ett værelse.""",464,""" Så dette er altså rommet som De leier av Kapernaumov?"" 
""Ja ... "" 
""De er der inne, bak døren?"" 
""Ja ... de har akkurat samme værelse som dette.""
""De bor alle sammen på ett eneste rom?"" 
""Ja, alle sammen i ett værelse.""
",
CP_85,CP,VI/7,2,Raskolnikov,Porfiry Petrovich,6,no,no,no,yes,no,"“No!”
 “You’ll come again?”
 “Yes... I’ll come.”
 “Rodya, don’t be angry, I don’t dare to question you. I know I mustn’t. Only say two words to me—is it far where you are going?”
 “Very far.”
 “What is awaiting you there? Some post or career for you?”",,,,""" - Nei."" ""- Du kommer igjen?"" ""- Ja ... jeg kommer igjen."" ""- Rodja, ikke bli sint på meg, jeg våger knapt å spørre deg om det. Kan du ikke bare si meg et par ord om hvor du har tenkt deg hen? Jeg vet at jeg ikke burde spørre om det, men jeg kan ikke la være. Er det langt?"" ""- Det er svært langt."" ""- Men hva vil du der? Hva er det som venter deg der? En stilling i embedsverket? En karrierestilling?"" ",768,"""Nei."" 
""Du kommer igjen?"" 
""Ja ... jeg kommer igjen."" 
""Rodja, ikke bli sint på meg, jeg våger knapt å spørre deg om det. Kan du ikke bare si meg et par ord om hvor du har tenkt deg hen? Jeg vet at jeg ikke burde spørre om det, men jeg kan ikke la være. Er det langt?"" 
""Det er svært langt."" 
""Men hva vil du der? Hva er det som venter deg der? En stilling i embedsverket? En karrierestilling?""",
